year,state,main_species_group,species_name,live_weight,landed_weight
2005,YUCATAN,TIBURON,TIBURON DESV. FCO.,176813.99999999994,160740
2005,YUCATAN,TIBURON,TIBURON ENT. FCO.,204288,204288
2005,YUCATAN,TIBURON,TINTORERA ENT. FCA.,16681,16681
2006,CAMPECHE,CAZON,CAZON DESV. FCO.,152652.49999999994,138775
2006,CAMPECHE,CAZON,CAZON ENT. FCO.,145692,145692
2006,CAMPECHE,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),44,40
2006,CAMPECHE,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),350,350
2006,CAMPECHE,TIBURON,GATA DESV. FCA.,431.20000000000005,392
2006,CAMPECHE,TIBURON,GATA ENT. FCA.,280,280
2006,CAMPECHE,TIBURON,JAQUETON ENT. FCO.,40013,40013
2006,CAMPECHE,TIBURON,TIBURON DESV. FCO.,1079.1,981
2006,CAMPECHE,TIBURON,TIBURON ENT. FCO.,37593,37593
2006,CAMPECHE,TIBURON,TORO ENT. FCO.,30,30
2006,TABASCO,CAZON,CAZON ALETA DE SECA,0,35
2006,TABASCO,CAZON,CAZON ENT. FCO.,302332,302332
2006,TABASCO,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),22896,22896
2006,TABASCO,TIBURON,GATA ENT. FCA.,2689,2689
2006,TABASCO,TIBURON,TIBURON CHATO ENT. FCO.,3829,3829
2006,TABASCO,TIBURON,TIBURON ENT. FCO.,166070,166070
2006,TABASCO,TIBURON,TIBURON FILETE DE FCO.,6840,2850
2006,TABASCO,TIBURON,TIBURON MARTILLO ENT. FCO. (SPHYRNA LEWINI),4345,4345
2006,TABASCO,TIBURON,TIBURON POROSO ENT. FCO.,849,849
2006,TABASCO,TIBURON,TINTORERA ENT. FCA.,1930,1930
2006,TABASCO,TIBURON,TRIPA ENT. FCA.,1150,1150
2006,TAMAULIPAS,CAZON,CAZON DE LEY DESV. FCO.,53.9,49
2006,TAMAULIPAS,CAZON,CAZON DESV. FCO.,36083.3,32803
2006,TAMAULIPAS,CAZON,CAZON ENT. FCO.,516789,516789
2006,TAMAULIPAS,TIBURON,ALETA DE TIBURON,0,513
2006,TAMAULIPAS,TIBURON,ANGELITO DESV. FCO. (SQUATINA SQUATINA),13343,12130
2006,TAMAULIPAS,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),54,54
2006,TAMAULIPAS,TIBURON,GATA ENT. FCA.,301,301
2006,TAMAULIPAS,TIBURON,TIBURON DESV. FCO.,2971.1,2701
2006,TAMAULIPAS,TIBURON,TIBURON ENT. FCO.,483037,483037
2006,TAMAULIPAS,TIBURON,TINTORERA ENT. FCA.,124,124
2006,TAMAULIPAS,TIBURON,TRIPA DESV. FCA.,689.7,627
2006,TAMAULIPAS,TIBURON,TRIPA ENT. FCA.,80201,80201
2006,VERACRUZ,CAZON,CAZON DE LEY ENT. FCO.,1216,1216
2006,VERACRUZ,CAZON,CAZON DESV. FCO.,7558.1,6871
2006,VERACRUZ,CAZON,CAZON ENT. FCO.,217635,217635
2006,VERACRUZ,TIBURON,ALETA DE TIBURON,0,100
2006,VERACRUZ,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),92973,92973
2006,VERACRUZ,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),251.9,229
2006,VERACRUZ,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),168452,168452
2006,VERACRUZ,TIBURON,TIBURON DESV. FCO.,299.2,272
2006,VERACRUZ,TIBURON,TIBURON DESV. Y DESC. FCO.,49068,32712
2006,VERACRUZ,TIBURON,TIBURON ENT. FCO.,409062,409062
2006,VERACRUZ,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),3175,3175
2006,VERACRUZ,TIBURON,TINTORERA ENT. FCA.,35,35
2006,VERACRUZ,TIBURON,TRIPA ENT. FCA.,21106,21106
2006,YUCATAN,CAZON,CAZON DESV. FCO.,373149.6999999999,339227
2006,YUCATAN,CAZON,CAZON ENT. FCO.,797,797
2006,YUCATAN,TIBURON,GATA DESV. Y DESC. FCA.,18658.5,12439
2006,YUCATAN,TIBURON,GATA ENT. FCA.,6312,6312
2006,YUCATAN,TIBURON,TIBURON DESV. FCO.,161781.4,147074
2006,YUCATAN,TIBURON,TIBURON ENT. FCO.,383927,383927
2006,YUCATAN,TIBURON,TINTORERA DESV. Y DESC. FCA.,714,476
2006,YUCATAN,TIBURON,TINTORERA ENT. FCA.,5938,5938
2007,CAMPECHE,CAZON,CAZON DESV. FCO.,142754.7,129777
2007,CAMPECHE,CAZON,CAZON ENT. FCO.,125959,125959
2007,CAMPECHE,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),596,596
2007,CAMPECHE,TIBURON,GATA DESV. FCA.,934.9999999999999,850
2007,CAMPECHE,TIBURON,GATA ENT. FCA.,841,841
2007,CAMPECHE,TIBURON,JAQUETON ENT. FCO.,25006,25006
2007,CAMPECHE,TIBURON,TIBURON DESV. FCO.,506,460
2007,CAMPECHE,TIBURON,TIBURON ENT. FCO.,28309,28309
2007,CAMPECHE,TIBURON,TORO ENT. FCO.,340,340
2007,TABASCO,CAZON,CAZON ENT. FCO.,305606,305606
2007,TABASCO,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),26036,26036
2007,TABASCO,TIBURON,GATA ENT. FCA.,714,714
2007,TABASCO,TIBURON,GATA PIEL DE,0,62
2007,TABASCO,TIBURON,TIBURON CHATO ENT. FCO.,1889,1889
2007,TABASCO,TIBURON,TIBURON ENT. FCO.,199136,199136
2007,TABASCO,TIBURON,TIBURON MAYO ENT. FCO.,1060,1060
2007,TABASCO,TIBURON,TIBURON MAYO FILETE DESV.,480,200
2007,TABASCO,TIBURON,TIBURON TIGRE ENT. FCO.,380,380
2007,TABASCO,TIBURON,TINTORERA ENT. FCA.,98,98
2007,TABASCO,TIBURON,TRIPA ENT. FCA.,3335,3335
2007,TAMAULIPAS,CAZON,CAZON DE LEY DESV. FCO.,2195.6,1996
2007,TAMAULIPAS,CAZON,CAZON DE LEY ENT. FCO.,10925,10925
2007,TAMAULIPAS,CAZON,CAZON DESV. FCO.,14268.099999999997,12971
2007,TAMAULIPAS,CAZON,CAZON ENT. FCO.,503382,503382
2007,TAMAULIPAS,TIBURON,ALETA DE TIBURON,0,743
2007,TAMAULIPAS,TIBURON,ANGELITO DESV. FCO. (SQUATINA SQUATINA),5621,5110
2007,TAMAULIPAS,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),224,224
2007,TAMAULIPAS,TIBURON,CABEZA DE PALA ENT. FCA.,1314,1314
2007,TAMAULIPAS,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),220,200
2007,TAMAULIPAS,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),3136.2,3136.2
2007,TAMAULIPAS,TIBURON,GATA ENT. FCA.,15,15
2007,TAMAULIPAS,TIBURON,PUNTINEGRO ENT. FCO.,3024,3024
2007,TAMAULIPAS,TIBURON,TIBURON ALETA CARTON ENT. FCO.,3415,3415
2007,TAMAULIPAS,TIBURON,TIBURON CHATO DESV. FCO.,44,40
2007,TAMAULIPAS,TIBURON,TIBURON CHATO ENT. FCO.,5847,5847
2007,TAMAULIPAS,TIBURON,TIBURON DESV. FCO.,234.29999999999998,213
2007,TAMAULIPAS,TIBURON,TIBURON ENT. FCO.,699881.5,699881.5
2007,TAMAULIPAS,TIBURON,TIBURON MAMON ENT. FCO. (MUSTELUS LUNULATUS),1395,1395
2007,TAMAULIPAS,TIBURON,TIBURON MARTILLO ENT. FCO. (SPHYRNA LEWINI),375,375
2007,TAMAULIPAS,TIBURON,TIBURON PICUDO ENT. FCO.,1375,1375
2007,TAMAULIPAS,TIBURON,TIBURON PRIETO ENT. FCO.,165,165
2007,TAMAULIPAS,TIBURON,TINTORERA ENT. FCA.,178,178
2007,TAMAULIPAS,TIBURON,TRIPA ENT. FCA.,29872.2,29872.2
2007,VERACRUZ,CAZON,CAZON DE LEY ENT. FCO.,7141,7141
2007,VERACRUZ,CAZON,CAZON DESV. FCO.,7738.500000000003,7035
2007,VERACRUZ,CAZON,CAZON ENT. FCO.,153274.5,153274.5
2007,VERACRUZ,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),46400,46400
2007,VERACRUZ,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),56864,56864
2007,VERACRUZ,TIBURON,GATA ENT. FCA.,729,729
2007,VERACRUZ,TIBURON,TIBURON CHATO ENT. FCO.,913,913
2007,VERACRUZ,TIBURON,TIBURON DESV. Y DESC. FCO.,60480,40320
2007,VERACRUZ,TIBURON,TIBURON ENT. FCO.,256414,256414
2007,VERACRUZ,TIBURON,TIBURON PRIETO ENT. FCO.,84,84
2007,VERACRUZ,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),2933,2933
2007,VERACRUZ,TIBURON,TINTORERA ENT. FCA.,150,150
2007,VERACRUZ,TIBURON,TRIPA DESV. FCA.,2920.5,2655
2007,VERACRUZ,TIBURON,TRIPA ENT. FCA.,6871,6871
2007,YUCATAN,CAZON,CAZON DESV. FCO.,176978.208,160889.28
2007,YUCATAN,CAZON,CAZON ENT. FCO.,658,658
2007,YUCATAN,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),86.9,79
2007,YUCATAN,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),58,58
2007,YUCATAN,TIBURON,GATA DESV. FCA.,1647.0849999999998,1497.35
2007,YUCATAN,TIBURON,GATA DESV. Y DESC. FCA.,9582.119999999999,6388.08
2007,YUCATAN,TIBURON,GATA ENT. FCA.,8245,8245
2007,YUCATAN,TIBURON,TIBURON DESV. FCO.,122497.10000000002,111361
2007,YUCATAN,TIBURON,TIBURON ENT. FCO.,201314,201314
2007,YUCATAN,TIBURON,TINTORERA DESC. FCA.,7.7,7
2007,YUCATAN,TIBURON,TINTORERA DESV. Y DESC. FCA.,19.5,13
2007,YUCATAN,TIBURON,TINTORERA ENT. FCA.,3762,3762
2007,YUCATAN,TIBURON,TRIPA DESV. FCA.,134.2,122
2008,CAMPECHE,CAZON,CAZON DE PLAYA DESV. FCO.,220,200
2008,CAMPECHE,CAZON,CAZON DESV. FCO.,123851.19999999995,112592
2008,CAMPECHE,CAZON,CAZON ENT. FCO.,152178,152178
2008,CAMPECHE,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),110,100
2008,CAMPECHE,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),3102,3102
2008,CAMPECHE,TIBURON,GATA DESV. FCA.,1454.1999999999998,1322
2008,CAMPECHE,TIBURON,GATA ENT. FCA.,3103,3103
2008,CAMPECHE,TIBURON,JAQUETON ENT. FCO.,10488,10488
2008,CAMPECHE,TIBURON,TIBURON ALETA CARTON ENT. FCO.,2700,2700
2008,CAMPECHE,TIBURON,TIBURON DESV. FCO.,6748.500000000001,6135
2008,CAMPECHE,TIBURON,TIBURON ENT. FCO.,60644,60644
2008,TABASCO,CAZON,CAZON DESV. FCO.,69.3,63
2008,TABASCO,CAZON,CAZON ENT. FCO.,278380,278380
2008,TABASCO,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),28054,28054
2008,TABASCO,TIBURON,GATA ENT. FCA.,6874,6874
2008,TABASCO,TIBURON,TIBURON CHATO ENT. FCO.,1278,1278
2008,TABASCO,TIBURON,TIBURON ENT. FCO.,240177,240177
2008,TABASCO,TIBURON,TINTORERA ENT. FCA.,123,123
2008,TABASCO,TIBURON,TRIPA ENT. FCA.,5353,5353
2008,TAMAULIPAS,CAZON,CAZON DE LEY DESV. FCO.,22730.399999999998,20664
2008,TAMAULIPAS,CAZON,CAZON DE LEY ENT. FCO.,33212,33212
2008,TAMAULIPAS,CAZON,CAZON DESV. FCO.,67.1,61
2008,TAMAULIPAS,CAZON,CAZON ENT. FCO.,537398,537398
2008,TAMAULIPAS,TIBURON,ALETA DE TIBURON,0,512
2008,TAMAULIPAS,TIBURON,ANGELITO DESV. FCO. (SQUATINA SQUATINA),2805,2550
2008,TAMAULIPAS,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),2951,2951
2008,TAMAULIPAS,TIBURON,CAÑA HUECA ENT. FCA.,187,187
2008,TAMAULIPAS,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),55,50
2008,TAMAULIPAS,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),4019,4019
2008,TAMAULIPAS,TIBURON,CORNUDA PIEL DE FCA. (SPHYRNA ZYGAENA),0,82
2008,TAMAULIPAS,TIBURON,PUNTINEGRO ENT. FCO.,10608,10608
2008,TAMAULIPAS,TIBURON,TIBURON ALETA CARTON ENT. FCO.,3281,3281
2008,TAMAULIPAS,TIBURON,TIBURON CHATO ENT. FCO.,4145,4145
2008,TAMAULIPAS,TIBURON,TIBURON DESV. FCO.,28.6,26
2008,TAMAULIPAS,TIBURON,TIBURON ENT. FCO.,561516,561516
2008,TAMAULIPAS,TIBURON,TIBURON MAMON ENT. FCO. (MUSTELUS LUNULATUS),3175,3175
2008,TAMAULIPAS,TIBURON,TIBURON PICUDO ENT. FCO.,2131,2131
2008,TAMAULIPAS,TIBURON,TIBURON PRIETO ENT. FCO.,1350,1350
2008,TAMAULIPAS,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),125,125
2008,TAMAULIPAS,TIBURON,TINTORERA ENT. FCA.,170,170
2008,TAMAULIPAS,TIBURON,TRIPA ENT. FCA.,50003,50003
2008,VERACRUZ,CAZON,CAZON DE LEY ENT. FCO.,16841,16841
2008,VERACRUZ,CAZON,CAZON DESV. FCO.,9807.599999999999,8916
2008,VERACRUZ,CAZON,CAZON ENT. FCO.,127082,127082
2008,VERACRUZ,TIBURON,ALETA DE TIBURON,0,50
2008,VERACRUZ,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),20.9,19
2008,VERACRUZ,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),3573,3573
2008,VERACRUZ,TIBURON,GATA ENT. FCA.,1158,1158
2008,VERACRUZ,TIBURON,TIBURON CHATO ENT. FCO.,9419,9419
2008,VERACRUZ,TIBURON,TIBURON DESV. FCO.,605,550
2008,VERACRUZ,TIBURON,TIBURON DESV. Y DESC. FCO.,59068.5,39379
2008,VERACRUZ,TIBURON,TIBURON ENT. FCO.,166283,166283
2008,VERACRUZ,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),4034,4034
2008,VERACRUZ,TIBURON,TINTORERA ENT. FCA.,32,32
2008,VERACRUZ,TIBURON,TRIPA ENT. FCA.,17015,17015
2008,YUCATAN,CAZON,CAZON DESV. FCO.,214330.59999999998,194846
2008,YUCATAN,CAZON,CAZON ENT. FCO.,970,970
2008,YUCATAN,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),99,99
2008,YUCATAN,TIBURON,GATA DESV. FCA.,433.4,394
2008,YUCATAN,TIBURON,GATA DESV. Y DESC. FCA.,2190,1460
2008,YUCATAN,TIBURON,GATA ENT. FCA.,37,37
2008,YUCATAN,TIBURON,TIBURON DESV. FCO.,31240,28400
2008,YUCATAN,TIBURON,TIBURON ENT. FCO.,90975,90975
2008,YUCATAN,TIBURON,TINTORERA ENT. FCA.,11236,11236
2009,CAMPECHE,CAZON,CAZON DESV. FCO.,181728.79999999996,165208
2009,CAMPECHE,CAZON,CAZON ENT. FCO.,160285,160285
2009,CAMPECHE,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),2722,2722
2009,CAMPECHE,TIBURON,GATA DESV. FCA.,429.00000000000006,390
2009,CAMPECHE,TIBURON,GATA ENT. FCA.,1014,1014
2009,CAMPECHE,TIBURON,JAQUETON ENT. FCO.,14244,14244
2009,CAMPECHE,TIBURON,TIBURON DESV. FCO.,3410,3100
2009,CAMPECHE,TIBURON,TIBURON ENT. FCO.,42444,42444
2009,TABASCO,CAZON,CAZON DESV. FCO.,330,300
2009,TABASCO,CAZON,CAZON ENT. FCO.,227312,227312
2009,TABASCO,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),8809,8809
2009,TABASCO,TIBURON,GATA ENT. FCA.,3321,3321
2009,TABASCO,TIBURON,TIBURON CHATO ENT. FCO.,1755,1755
2009,TABASCO,TIBURON,TIBURON ENT. FCO.,158986,158986
2009,TABASCO,TIBURON,TINTORERA ENT. FCA.,1279,1279
2009,TABASCO,TIBURON,TRIPA ENT. FCA.,2625,2625
2009,TAMAULIPAS,CAZON,CAZON DE LEY DESV. FCO.,26648.600000000002,24226
2009,TAMAULIPAS,CAZON,CAZON DE LEY ENT. FCO.,15745,15745
2009,TAMAULIPAS,CAZON,CAZON DESV. FCO.,950.4000000000001,864
2009,TAMAULIPAS,CAZON,CAZON ENT. FCO.,673257,673257
2009,TAMAULIPAS,CAZON,CAZON LIMON ENT. FCO.,257,257
2009,TAMAULIPAS,TIBURON,ALETA DE TIBURON,0,1908
2009,TAMAULIPAS,TIBURON,ANGELITO DESV. FCO. (SQUATINA SQUATINA),1980,1800
2009,TAMAULIPAS,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),1160,1160
2009,TAMAULIPAS,TIBURON,CABEZA DE PALA ENT. FCA.,62,62
2009,TAMAULIPAS,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),1593,1593
2009,TAMAULIPAS,TIBURON,CORNUDA PIEL DE FCA. (SPHYRNA ZYGAENA),0,60
2009,TAMAULIPAS,TIBURON,PUNTINEGRO ENT. FCO.,5788,5788
2009,TAMAULIPAS,TIBURON,TIBURON ALETA CARTON ENT. FCO.,850,850
2009,TAMAULIPAS,TIBURON,TIBURON CHATO DESV. FCO.,698.5,635
2009,TAMAULIPAS,TIBURON,TIBURON CHATO ENT. FCO.,2060,2060
2009,TAMAULIPAS,TIBURON,TIBURON CHATO FILETE FCO.,422.4,176
2009,TAMAULIPAS,TIBURON,TIBURON DESV. FCO.,1193.5,1085
2009,TAMAULIPAS,TIBURON,TIBURON ENT. FCO.,427446,427446
2009,TAMAULIPAS,TIBURON,TIBURON MAMON ENT. FCO. (MUSTELUS LUNULATUS),1408,1408
2009,TAMAULIPAS,TIBURON,TIBURON MARTILLO ENT. FCO. (SPHYRNA LEWINI),63,63
2009,TAMAULIPAS,TIBURON,TIBURON PICUDO ENT. FCO.,1990,1990
2009,TAMAULIPAS,TIBURON,TIBURON SEDOSO ENT. FCO. (CARCHARHINUS FALCIFORMIS),1030,1030
2009,TAMAULIPAS,TIBURON,TINTORERA ENT. FCA.,72,72
2009,TAMAULIPAS,TIBURON,TRIPA DESV. FCA.,770,700
2009,TAMAULIPAS,TIBURON,TRIPA ENT. FCA.,71193,71193
2009,VERACRUZ,CAZON,CAZON DE LEY ENT. FCO.,60953,60953
2009,VERACRUZ,CAZON,CAZON DESV. FCO.,13945.800000000003,12678
2009,VERACRUZ,CAZON,CAZON ENT. FCO.,184699,184699
2009,VERACRUZ,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),5,5
2009,VERACRUZ,TIBURON,CAÑA HUECA ENT. FCA.,7,7
2009,VERACRUZ,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),121,110
2009,VERACRUZ,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),2496,2496
2009,VERACRUZ,TIBURON,GATA ENT. FCA.,2897,2897
2009,VERACRUZ,TIBURON,TIBURON ALETA CARTON ENT. FCO.,3427,3427
2009,VERACRUZ,TIBURON,TIBURON CHATO ENT. FCO.,7710,7710
2009,VERACRUZ,TIBURON,TIBURON DESV. Y DESC. FCO.,79311,52874
2009,VERACRUZ,TIBURON,TIBURON ENT. FCO.,129651,129651
2009,VERACRUZ,TIBURON,TIBURON FILETE DE FCO.,319.2,133
2009,VERACRUZ,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),2800,2800
2009,VERACRUZ,TIBURON,TINTORERA DESC. FCA.,16.5,15
2009,VERACRUZ,TIBURON,TINTORERA ENT. FCA.,139,139
2009,VERACRUZ,TIBURON,TRIPA ENT. FCA.,1988,1988
2009,YUCATAN,CAZON,CAZON DESV. FCO.,180818,164380
2009,YUCATAN,CAZON,CAZON ENT. FCO.,4250,4250
2009,YUCATAN,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),144,144
2009,YUCATAN,TIBURON,GATA DESV. FCA.,220,200
2009,YUCATAN,TIBURON,GATA DESV. Y DESC. FCA.,2392.5,1595
2009,YUCATAN,TIBURON,TIBURON DESV. FCO.,52198.29999999999,47453
2009,YUCATAN,TIBURON,TIBURON DESV. Y DESC. FCO.,3450,2300
2009,YUCATAN,TIBURON,TIBURON ENT. FCO.,104473,104473
2009,YUCATAN,TIBURON,TINTORERA DESV. Y DESC. FCA.,37.5,25
2009,YUCATAN,TIBURON,TINTORERA ENT. FCA.,4630,4630
2010,CAMPECHE,CAZON,CAZON ALETA DE SECA,0,6068
2010,CAMPECHE,CAZON,CAZON DE PLAYA ENT. FCO.,26,26
2010,CAMPECHE,CAZON,CAZON DESV. FCO.,115052.29999999997,104593
2010,CAMPECHE,CAZON,CAZON DESV. Y DESC. FCO.,11.25,9
2010,CAMPECHE,CAZON,CAZON ENT. FCO.,138865,138865
2010,CAMPECHE,CAZON,CAZON FILETE DE FCO.,240,120
2010,CAMPECHE,TIBURON,ALETA DE TIBURON,0,6000
2010,CAMPECHE,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),1469,1469
2010,CAMPECHE,TIBURON,GATA DESV. FCA.,59.4,54
2010,CAMPECHE,TIBURON,GATA ENT. FCA.,329,329
2010,CAMPECHE,TIBURON,JAQUETON ENT. FCO.,6815,6815
2010,CAMPECHE,TIBURON,TIBURON ALETA SECA DE,0,85
2010,CAMPECHE,TIBURON,TIBURON AMARILLO ENT. FCO.,5,5
2010,CAMPECHE,TIBURON,TIBURON DESV. FCO.,460.9,419
2010,CAMPECHE,TIBURON,TIBURON ENT. FCO.,69688,69688
2010,CAMPECHE,TIBURON,TIBURON LOBERO ENT. FCO.,974,974
2010,TABASCO,CAZON,CAZON ALETA DE SECA,0,1622
2010,TABASCO,CAZON,CAZON ENT. FCO.,224231,224231
2010,TABASCO,CAZON,CAZON LIMON ENT. FCO.,40,40
2010,TABASCO,TIBURON,ALETA DE TIBURON,0,3552
2010,TABASCO,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),31769,31769
2010,TABASCO,TIBURON,GALANO ENT. FCO.,410,410
2010,TABASCO,TIBURON,GATA ENT. FCA.,4245,4245
2010,TABASCO,TIBURON,TIBURON CHATO ENT. FCO.,9998,9998
2010,TABASCO,TIBURON,TIBURON COLUDO ENT. FCO. (ALOPIAS PELAGICUS),653,653
2010,TABASCO,TIBURON,TIBURON COYOTE DESV. Y DESC. FCO.,75,60
2010,TABASCO,TIBURON,TIBURON ENT. FCO.,228844,228844
2010,TABASCO,TIBURON,TIBURON LEOPARDO ENT. FCO.,452,452
2010,TABASCO,TIBURON,TIBURON PRIETO ENT. FCO.,500,500
2010,TABASCO,TIBURON,TIBURON TIGRE ENT. FCO.,3540,3540
2010,TABASCO,TIBURON,TINTORERA DESV. Y DESC. FCA.,88.5,59
2010,TABASCO,TIBURON,TRIPA ENT. FCA.,358,358
2010,TAMAULIPAS,CAZON,CAZON DE LEY DESV. FCO.,27595.7,25087
2010,TAMAULIPAS,CAZON,CAZON DE LEY ENT. FCO.,24523,24523
2010,TAMAULIPAS,CAZON,CAZON DESV. FCO.,8985.9,8169
2010,TAMAULIPAS,CAZON,CAZON ENT. FCO.,683758,683758
2010,TAMAULIPAS,TIBURON,ALETA DE TIBURON,0,5
2010,TAMAULIPAS,TIBURON,ANGELITO DESV. FCO. (SQUATINA SQUATINA),3091,2810
2010,TAMAULIPAS,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),50,50
2010,TAMAULIPAS,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),1688,1688
2010,TAMAULIPAS,TIBURON,CORNUDA PIEL DE FCA. (SPHYRNA ZYGAENA),0,372
2010,TAMAULIPAS,TIBURON,GATA DESV. FCA.,88,80
2010,TAMAULIPAS,TIBURON,GATA ENT. FCA.,12,12
2010,TAMAULIPAS,TIBURON,PUNTINEGRO ENT. FCO.,7904,7904
2010,TAMAULIPAS,TIBURON,TIBURON ALETA BLANCA ENT. FCO.,90,90
2010,TAMAULIPAS,TIBURON,TIBURON CHATO ENT. FCO.,13954,13954
2010,TAMAULIPAS,TIBURON,TIBURON DESV. Y DESC. FCO.,448.5,299
2010,TAMAULIPAS,TIBURON,TIBURON ENT. FCO.,473641,473641
2010,TAMAULIPAS,TIBURON,TIBURON MAMON ENT. FCO. (MUSTELUS LUNULATUS),772,772
2010,TAMAULIPAS,TIBURON,TIBURON MARTILLO DESV. FCO. (SPHYRNA LEWINI),20.9,19
2010,TAMAULIPAS,TIBURON,TIBURON MARTILLO ENT. FCO. (SPHYRNA LEWINI),1064,1064
2010,TAMAULIPAS,TIBURON,TIBURON PICUDO ENT. FCO.,23729,23729
2010,TAMAULIPAS,TIBURON,TINTORERA DESV. Y DESC. FCA.,105,70
2010,TAMAULIPAS,TIBURON,TINTORERA ENT. FCA.,394,394
2010,TAMAULIPAS,TIBURON,TRIPA DESV. FCA.,884.4,804
2010,TAMAULIPAS,TIBURON,TRIPA ENT. FCA.,36606,36606
2010,VERACRUZ,CAZON,CAZON ALETA DE SECA,0,610
2010,VERACRUZ,CAZON,CAZON DE LEY ENT. FCO.,45177,45177
2010,VERACRUZ,CAZON,CAZON DE PLAYA ENT. FCO.,200,200
2010,VERACRUZ,CAZON,CAZON DESV. FCO.,17084.100000000002,15531
2010,VERACRUZ,CAZON,CAZON ENT. FCO.,99196,99196
2010,VERACRUZ,TIBURON,ALETA DE TIBURON,0,587
2010,VERACRUZ,TIBURON,ANGELITO ENT. FCO. (SQUATINA SQUATINA),134,134
2010,VERACRUZ,TIBURON,CORNUDA DESV. FCA. (SPHYRNA ZYGAENA),915.2,832
2010,VERACRUZ,TIBURON,CORNUDA DESV. Y DESC. FCA. (SPHYRNA ZYGAENA),36.25,29
2010,VERACRUZ,TIBURON,CORNUDA ENT. FCA. (SPHYRNA ZYGAENA),1701,1701
2010,VERACRUZ,TIBURON,GATA ENT. FCA.,1933,1933
2010,VERACRUZ,TIBURON,PEZ MARTILLO ENT. FCO. (SPHYRNA LEWINI),853,853
2010,VERACRUZ,TIBURON,TIBURON ALETA BLANCA DESV. FCO.,136.4,124
2010,VERACRUZ,TIBURON,TIBURON ALETA BLANCA ENT. FCO.,392,392
2010,VERACRUZ,TIBURON,TIBURON ALETA CARTON ENT. FCO.,11167,11167
2010,VERACRUZ,TIBURON,TIBURON BATEA ENT. FCO.,40,40
2010,VERACRUZ,TIBURON,TIBURON CHATO ENT. FCO.,13768,13768
2010,VERACRUZ,TIBURON,TIBURON COLUDO ENT. FCO. (ALOPIAS PELAGICUS),871,871
2010,VERACRUZ,TIBURON,TIBURON DESV. FCO.,4876.299999999999,4433
2010,VERACRUZ,TIBURON,TIBURON DESV. Y DESC. FCO.,65727,43818
2010,VERACRUZ,TIBURON,TIBURON ENT. FCO.,83937,83937
2010,VERACRUZ,TIBURON,TIBURON PICUDO ENT. FCO.,511,511
2010,VERACRUZ,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),2730,2730
